search_term,text,href,company_text,location_text,datetime,time_ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037258743,CoLearn,Jakarta Selatan,2023-10-24 16:00:00,12d ago
Data-Analyst,Data Analyst (for GetPlus),https://www.jobstreet.co.id/en/job/data-analyst-for-getplus-1037250838,PT Merah Cipta Media,Jakarta Raya,2023-10-23 16:00:00,13d ago
Data-Analyst,Merchandiser,https://www.jobstreet.co.id/en/job/merchandiser-1037328427,PT. Jakmall Digital Niaga,Jakarta Raya,2023-11-03 16:00:00,2d ago
Data-Analyst,Superintendent Fleet Management System,https://www.jobstreet.co.id/en/job/superintendent-fleet-management-system-1037325672,"PT Darma Henwa, Tbk",Jawa Barat,2023-11-02 16:00:00,3d ago
Data-Analyst,Data Analyst (Finance),https://www.jobstreet.co.id/en/job/data-analyst-finance-1037232521,PT Mitrausaha Indonesia Grup,Jakarta Barat,2023-10-21 16:00:00,15d ago
Data-Analyst,"Senior Associate, Customer Voice Data Analyst - (WD59366)",https://www.jobstreet.co.id/en/job/senior-associate-customer-voice-data-analyst-wd59366-1037230613,PT Bank DBS Indonesia,Indonesia,2023-10-20 16:00:00,16d ago
Data-Analyst,Data Scientist Lecturer,https://www.jobstreet.co.id/en/job/data-scientist-lecturer-1037308742,PT Purwadhika Kirana Nusantara,Jakarta Raya,2023-10-31 16:00:00,5d ago
Data-Analyst,Data Analyst Intern,https://www.jobstreet.co.id/en/job/data-analyst-intern-1037213363,PT Cakap Upaya Sahaja Teknologi,Jakarta Raya,2023-10-17 16:00:00,19d ago
Data-Analyst,IT Data Governance Operation Specialist,https://www.jobstreet.co.id/en/job/it-data-governance-operation-specialist-1037268553,PT Bank Jago Tbk,Jakarta Raya,2023-10-25 16:00:00,11d ago
Data-Analyst,People & Organization Intern,https://www.jobstreet.co.id/en/job/people-organization-intern-1037258866,PT Siemens Indonesia,Jakarta Raya,2023-10-24 16:00:00,12d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037175750,PT Metrodata Electronics Tbk,Jakarta Barat,2023-10-11 16:00:00,25d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037175455,UENA,Jakarta Raya,2023-10-11 16:00:00,25d ago
Data-Analyst,Senior Data Analyst,https://www.jobstreet.co.id/en/job/senior-data-analyst-1037165358,PT Aplikasi Karya Anak Bangsa,Jakarta Raya,2023-10-10 16:00:00,26d ago
Data-Analyst,Internship Data Analyst,https://www.jobstreet.co.id/en/job/internship-data-analyst-1037154300,PT Mulia Boga Raya TBK,Jakarta Raya,2023-10-09 16:00:00,27d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037154422,PT Cakap Upaya Sahaja Teknologi,Jakarta Raya,2023-10-09 16:00:00,27d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037153745,PT Lunaria Annua Teknologi (KoinWorks),Jakarta Raya,2023-10-09 16:00:00,27d ago
Data-Analyst,Data Product Manager,https://www.jobstreet.co.id/en/job/data-product-manager-1037154728,PT Tiga Beruang Kalifornia,Jakarta Raya,2023-10-09 16:00:00,27d ago
Data-Analyst,Business Intelligence,https://www.jobstreet.co.id/en/job/business-intelligence-1037227138,Lion Parcel,Jakarta Raya,2023-10-19 16:00:00,17d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037143928,Sinarmas Mining,Jakarta Raya,2023-10-08 16:00:00,28d ago
Data-Analyst,Data Analyst,https://www.jobstreet.co.id/en/job/data-analyst-1037143947,PT HITACHI SAKTI ENERGY INDONESIA,Kuta,2023-10-08 16:00:00,28d ago
Data-Analyst,IT for Non IT Program,https://www.jobstreet.co.id/en/job/it-for-non-it-program-1037143394,Sinarmas Mining,Jakarta Raya,2023-10-08 16:00:00,28d ago
Data-Analyst,Data Engineer,https://www.jobstreet.co.id/en/job/data-engineer-1037227323,PT Graha Karya Informasi,Jakarta Raya,2023-10-19 16:00:00,17d ago
Data-Analyst,Data Engineer,https://www.jobstreet.co.id/en/job/data-engineer-1037175401,Lion Parcel,Jakarta Raya,2023-10-11 16:00:00,25d ago
